0.512109,0.523687,0.558895,0.674958,0.773944,0.815292,0.840555,0.87677,0.846957,0.868377,0.871261,0.915837,0.907546,0.772196,0.651928,0.639577,0.723378,0.765754,0.8196,0.844002,0.86449,0.952555,0.977256,0.995833,1.05566,1.12402,1.17667,1.19393,1.11128,1.10813,1.01994,0.944986,0.860863,0.836292,0.786794,0.729798,0.755976,0.808297,0.869867,0.899825,0.882964,0.924362,0.889685,0.870129,0.913386,0.981091,1.0043,0.997168,0.97529,1.01367,0.958288,0.926391,0.933661,1.00328,0.984555,0.860103,0.747829,0.725569,0.750109,0.808257,0.909594,0.904839,0.920649,0.819549,0.699996,0.684374,0.644561,0.707586,0.716752,0.671489,0.692192,0.734517,0.678664,0.60207,0.534513,0.531683,0.525384,0.483849,0.482786,0.557919,0.601808,0.579727,0.454513,0.351895,0.238135,0.129548,0.0251691,-0.0294629,-0.0402902,-0.14131,-0.239513,-0.22282,-0.285354,-0.364084,-0.384512,-0.452004,-0.437554,-0.446856,-0.470879,-0.45535,-0.495173,-0.542042,-0.519379,-0.495047,-0.553184,-0.583198,-0.599216,-0.534523,-0.448525,-0.426788,-0.392548,-0.239118,-0.108152,-0.0160717,0.0920792,0.230773,0.338635,0.456097,0.535056,0.586337,0.723303,0.780369,0.828659,0.904471,0.978948,0.990939,0.959003,0.933551,0.945946,1.01691,1.07544,1.06901,0.974996,0.939037,1.01842,1.1733,1.24918,1.35981,1.47663,1.59999,1.75392,1.80757,1.86608,1.90477,1.9982,2.00823,1.97025,1.97619,1.96625,1.89204,1.83608,1.8773,1.88125,1.93832,1.99012,2.07771,2.20099,2.35332,2.54871,2.68226,2.73099,2.76664,2.79085,2.84392,2.84109,
0.479326,0.510852,0.499563,0.555812,0.601863,0.702834,0.794115,0.813354,0.778066,0.785866,0.796593,0.791844,0.812992,0.723205,0.623285,0.581168,0.610089,0.634031,0.710676,0.728537,0.783016,0.832083,0.898458,0.881238,0.912885,0.951151,0.979812,0.921708,0.875225,0.880974,0.850283,0.750052,0.674335,0.659555,0.668777,0.634601,0.668473,0.685335,0.737469,0.802661,0.780701,0.763518,0.737912,0.694269,0.750529,0.800526,0.863673,0.922676,0.931598,0.91397,0.882524,0.861716,0.903395,0.939036,0.853145,0.735029,0.689289,0.646427,0.629724,0.742173,0.817925,0.798585,0.762459,0.687098,0.533456,0.519577,0.528628,0.560453,0.544552,0.59192,0.567745,0.548565,0.566178,0.470197,0.460465,0.436343,0.368711,0.296407,0.28665,0.329994,0.324813,0.287012,0.226746,0.20333,0.145391,0.0867375,0.00448403,-0.0716557,-0.126931,-0.237286,-0.297576,-0.294788,-0.347592,-0.404649,-0.442966,-0.442742,-0.424863,-0.45685,-0.485928,-0.433701,-0.447488,-0.443735,-0.44792,-0.439373,-0.494943,-0.571563,-0.573979,-0.511299,-0.481183,-0.466794,-0.436089,-0.333782,-0.18331,-0.0597518,0.0569435,0.198468,0.277492,0.353149,0.394599,0.485946,0.643192,0.770455,0.772971,0.841066,0.869702,0.85855,0.898815,0.912708,0.865118,0.910203,1.06443,1.04222,0.929363,0.885929,0.951815,1.05122,1.19836,1.32535,1.45642,1.558,1.65104,1.73277,1.7563,1.87902,1.97023,1.98111,1.95333,1.91973,1.92564,1.94409,1.88426,1.869,1.87058,1.92152,1.98261,2.10705,2.25629,2.45741,2.58934,2.66782,2.75165,2.75821,2.74588,2.80622,2.77678,
0.463828,0.537401,0.518668,0.52878,0.526513,0.574998,0.721045,0.731945,0.692295,0.687684,0.713139,0.731261,0.7175,0.619417,0.602904,0.533403,0.522737,0.572059,0.625251,0.642228,0.641593,0.665058,0.787702,0.767474,0.762248,0.766467,0.76098,0.69309,0.697518,0.719475,0.734824,0.689467,0.634332,0.647256,0.649195,0.610807,0.607104,0.632302,0.709992,0.727316,0.668768,0.670491,0.667402,0.583583,0.57534,0.630458,0.697509,0.769379,0.766612,0.80526,0.836185,0.845373,0.869724,0.806868,0.671046,0.621641,0.536633,0.460457,0.530722,0.658474,0.680703,0.614919,0.583521,0.494018,0.418482,0.384602,0.352366,0.367461,0.357787,0.408538,0.432635,0.445913,0.351894,0.33073,0.319041,0.315286,0.334422,0.213876,0.160028,0.158564,0.165285,0.175946,0.101895,0.103818,0.100473,0.0142509,-0.119595,-0.20583,-0.239015,-0.286755,-0.286779,-0.314767,-0.368375,-0.384806,-0.421287,-0.464047,-0.437113,-0.472401,-0.478477,-0.420835,-0.443916,-0.38065,-0.416977,-0.385185,-0.402046,-0.531575,-0.588894,-0.553443,-0.559303,-0.554625,-0.516991,-0.355269,-0.173321,-0.0701458,0.0627701,0.116978,0.157591,0.285649,0.322067,0.424889,0.517597,0.665246,0.722759,0.716828,0.778289,0.86789,0.892505,0.825111,0.814074,0.871303,0.972478,0.983434,0.915717,0.905089,0.907014,0.9323,1.04208,1.24186,1.37771,1.49967,1.57856,1.62699,1.68586,1.84384,1.93592,1.94072,1.9079,1.89924,1.89015,1.96441,1.90853,1.88043,1.89463,1.95288,2.03595,2.17143,2.2906,2.4779,2.59856,2.6411,2.69952,2.73173,2.68743,2.75735,2.75892,
0.447934,0.480219,0.487271,0.488963,0.488553,0.514318,0.626261,0.640603,0.640642,0.643484,0.635281,0.650555,0.595911,0.519129,0.540476,0.508918,0.510002,0.527789,0.530402,0.560606,0.540361,0.546351,0.656769,0.632093,0.652778,0.599587,0.53937,0.522757,0.547984,0.655773,0.623038,0.633755,0.621855,0.637887,0.663092,0.595379,0.524468,0.512207,0.635476,0.638923,0.610948,0.567108,0.587904,0.521412,0.52214,0.561084,0.554345,0.631055,0.621953,0.636707,0.700963,0.739018,0.709465,0.644087,0.482213,0.441722,0.343276,0.36957,0.453652,0.530538,0.582083,0.557353,0.507912,0.378533,0.320009,0.282631,0.226392,0.222208,0.198175,0.263172,0.305647,0.318256,0.227809,0.145335,0.17419,0.217346,0.234632,0.133854,0.099216,0.122783,0.0505146,0.0195846,0.0404621,0.0263009,0.0232322,-0.0682252,-0.169976,-0.289269,-0.264299,-0.287373,-0.347023,-0.339334,-0.378004,-0.378166,-0.410232,-0.463304,-0.476938,-0.559717,-0.571546,-0.495488,-0.460899,-0.39662,-0.411396,-0.433733,-0.492391,-0.561427,-0.603128,-0.604662,-0.648846,-0.660192,-0.541792,-0.387111,-0.197306,-0.080082,0.0394561,0.105829,0.106265,0.229504,0.319604,0.407887,0.485357,0.603105,0.575754,0.577318,0.615043,0.762986,0.801371,0.767483,0.783879,0.852458,0.906322,0.897801,0.847201,0.84994,0.855105,0.897925,0.996252,1.11462,1.30527,1.47756,1.57115,1.62122,1.67251,1.79702,1.86259,1.87045,1.8866,1.88745,1.90124,1.90055,1.8619,1.87346,1.95367,1.98401,2.05775,2.22201,2.34564,2.43031,2.53999,2.57377,2.62061,2.66253,2.69331,2.6776,2.64547,
0.334457,0.36975,0.423089,0.442573,0.429348,0.393423,0.466813,0.487024,0.60018,0.552399,0.59148,0.576613,0.513432,0.498467,0.499121,0.494404,0.510692,0.461029,0.496799,0.461635,0.498,0.491446,0.489738,0.478502,0.489153,0.487359,0.4041,0.434514,0.498485,0.540198,0.579315,0.60816,0.612061,0.588137,0.612775,0.512394,0.477279,0.491798,0.529459,0.544,0.497802,0.50439,0.556226,0.49949,0.424333,0.452602,0.484732,0.513399,0.51836,0.469452,0.540471,0.529616,0.502777,0.414179,0.295807,0.28905,0.22606,0.207698,0.301334,0.363275,0.375513,0.420833,0.436508,0.394242,0.324555,0.261247,0.214053,0.179273,0.174812,0.176256,0.185126,0.201193,0.148536,0.090793,0.0826302,0.15002,0.0994926,0.0314754,-0.0192045,0.0132232,-0.016675,-0.0507838,-0.0698983,-0.00425024,-0.0632785,-0.165304,-0.247638,-0.34339,-0.302846,-0.354734,-0.376475,-0.392451,-0.381712,-0.379174,-0.427207,-0.49701,-0.592327,-0.662289,-0.594889,-0.525105,-0.47372,-0.445856,-0.414696,-0.479696,-0.536638,-0.596728,-0.590243,-0.621703,-0.676328,-0.62711,-0.517567,-0.400355,-0.199102,-0.0787312,-0.0246435,0.0255413,0.0534092,0.141583,0.264586,0.367406,0.355495,0.430565,0.457858,0.454899,0.57799,0.650745,0.696255,0.721173,0.704959,0.706431,0.771083,0.828723,0.852229,0.906012,0.920183,1.00656,1.00553,1.15271,1.33316,1.45758,1.53057,1.58499,1.61253,1.7314,1.81625,1.83748,1.85349,1.88043,1.90776,1.89811,1.8466,1.88485,1.96759,2.06538,2.19983,2.27856,2.38764,2.442,2.51301,2.51509,2.56333,2.54218,2.58718,2.58565,2.5461,
0.245506,0.303054,0.348959,0.341255,0.364441,0.357585,0.3531,0.399889,0.510439,0.525057,0.583462,0.603828,0.480065,0.434237,0.440271,0.434051,0.448936,0.448009,0.47943,0.490647,0.490825,0.464275,0.432806,0.423499,0.402869,0.354249,0.348035,0.337159,0.375646,0.391038,0.4307,0.514308,0.537854,0.535438,0.555713,0.521263,0.470557,0.499568,0.514566,0.47673,0.430854,0.493579,0.520714,0.463557,0.347726,0.289141,0.374871,0.436461,0.439482,0.406166,0.391248,0.345347,0.271344,0.243239,0.186936,0.12334,0.0680244,0.116518,0.209466,0.243261,0.249416,0.304577,0.344697,0.344176,0.317799,0.221669,0.178034,0.154435,0.151382,0.119069,0.12947,0.113631,0.121508,0.103948,0.105081,0.0720828,0.00627104,-0.056756,-0.0537934,-0.0748186,-0.0799448,-0.128098,-0.166748,-0.124847,-0.162128,-0.273444,-0.3272,-0.365608,-0.387066,-0.389826,-0.371197,-0.445866,-0.492839,-0.447081,-0.459136,-0.538399,-0.651656,-0.719245,-0.645025,-0.583247,-0.503665,-0.445622,-0.48758,-0.559197,-0.557317,-0.566327,-0.563836,-0.580776,-0.656299,-0.651208,-0.530118,-0.388831,-0.263415,-0.13586,-0.037164,-0.0178405,0.0671374,0.208203,0.255722,0.285079,0.29068,0.31065,0.358973,0.390073,0.528581,0.574686,0.596046,0.637263,0.605778,0.595835,0.649306,0.706831,0.810757,0.845682,0.951256,1.04757,1.11552,1.15797,1.27961,1.367,1.42288,1.50098,1.62488,1.68622,1.74233,1.75427,1.82661,1.83842,1.86701,1.79794,1.79839,1.90876,2.02895,2.15208,2.27589,2.30814,2.34206,2.41212,2.43315,2.46275,2.45766,2.42581,2.44064,2.48629,2.50143,
0.168464,0.213767,0.2307,0.218616,0.253976,0.332759,0.365436,0.386423,0.457388,0.520967,0.558518,0.555632,0.455069,0.44189,0.408381,0.436657,0.41346,0.400676,0.407526,0.438171,0.461132,0.436996,0.417772,0.33222,0.348236,0.301418,0.313774,0.334637,0.329379,0.286003,0.293464,0.376352,0.451185,0.478262,0.51267,0.522062,0.468975,0.461267,0.455253,0.425026,0.433877,0.430074,0.449941,0.392773,0.271679,0.182572,0.201311,0.266957,0.321839,0.274686,0.252299,0.225788,0.130443,0.102612,0.048485,-0.0334242,-0.0436131,-0.00735842,0.0870309,0.130008,0.164236,0.218321,0.205975,0.216397,0.244332,0.191211,0.213963,0.163247,0.104741,0.0914676,0.0949227,0.0739051,0.0677177,0.0915108,0.0986276,0.0158819,-0.113692,-0.101805,-0.135873,-0.133502,-0.132293,-0.201368,-0.258972,-0.213714,-0.254154,-0.283619,-0.356003,-0.407904,-0.421514,-0.379721,-0.373754,-0.430127,-0.539459,-0.538457,-0.572844,-0.591767,-0.647145,-0.706375,-0.68922,-0.624608,-0.50573,-0.458195,-0.488768,-0.500022,-0.5217,-0.517415,-0.496022,-0.540351,-0.623595,-0.583517,-0.519173,-0.392671,-0.311152,-0.234402,-0.0885626,0.0136026,0.0748271,0.200385,0.205024,0.260741,0.275415,0.30441,0.315089,0.327639,0.440802,0.414528,0.42098,0.452413,0.451949,0.434147,0.543058,0.6098,0.708947,0.808431,0.929719,1.03354,1.104,1.15128,1.20062,1.2679,1.31247,1.38179,1.46577,1.59002,1.61238,1.64438,1.68065,1.67768,1.69997,1.69352,1.69904,1.82031,1.99709,2.13269,2.29137,2.28119,2.34799,2.35737,2.39093,2.38682,2.3057,2.29675,2.28684,2.38262,2.35871,
0.104408,0.132918,0.0904341,0.100816,0.170598,0.320349,0.369523,0.38913,0.435446,0.480535,0.488225,0.465019,0.470679,0.424057,0.367987,0.387366,0.387792,0.393743,0.365758,0.348262,0.398594,0.441577,0.388762,0.325298,0.314912,0.37206,0.377988,0.358892,0.277802,0.230927,0.26922,0.251946,0.339704,0.431773,0.462111,0.489216,0.490873,0.480928,0.460383,0.386636,0.397002,0.428833,0.366662,0.2966,0.214334,0.14433,0.135787,0.141706,0.168635,0.175652,0.150095,0.114586,0.00304704,-0.0217546,-0.050771,-0.0798624,-0.0996466,-0.0023688,0.0436849,0.0366672,0.0794095,0.0943689,0.144425,0.173389,0.173942,0.117386,0.0614753,0.0636015,0.0463872,0.0526727,0.0721818,0.0422459,0.0768415,0.0323462,0.00190211,-0.0711921,-0.205194,-0.221802,-0.20295,-0.243358,-0.256058,-0.301281,-0.277716,-0.231073,-0.2507,-0.279435,-0.363513,-0.412006,-0.451588,-0.430667,-0.420675,-0.500941,-0.611977,-0.661542,-0.674043,-0.664362,-0.716072,-0.759801,-0.73965,-0.648543,-0.557859,-0.455605,-0.434257,-0.441827,-0.44334,-0.409811,-0.37035,-0.424613,-0.542435,-0.527962,-0.501714,-0.453779,-0.359842,-0.29926,-0.141444,-0.0216383,0.0572106,0.170722,0.166156,0.228418,0.271005,0.256841,0.265944,0.253531,0.301028,0.293583,0.264153,0.242355,0.246656,0.298262,0.376422,0.498948,0.58979,0.729616,0.905925,1.00821,1.0708,1.06895,1.12889,1.22166,1.30301,1.34572,1.30606,1.37129,1.37558,1.41998,1.5101,1.53371,1.58091,1.64175,1.65287,1.79856,1.91156,2.05243,2.18921,2.25013,2.23573,2.31315,2.34757,2.3407,2.27642,2.16329,2.17706,2.23277,2.2042,
0.149351,0.152105,0.0979562,0.107309,0.148408,0.28172,0.33457,0.403076,0.429642,0.388767,0.435348,0.466087,0.432534,0.384467,0.321048,0.33158,0.37136,0.396116,0.327538,0.233518,0.243979,0.291903,0.323562,0.293861,0.258972,0.274851,0.318058,0.270764,0.196217,0.152818,0.162159,0.188621,0.225707,0.309634,0.341204,0.370504,0.41337,0.449841,0.409539,0.368841,0.343037,0.343921,0.287099,0.187442,0.106649,0.0745358,0.0490674,0.0530799,0.0156359,0.0231955,0.0553691,0.0202931,-0.0573639,-0.109136,-0.0708311,-0.0983484,-0.104574,-0.0392078,-0.0216199,0.0455201,0.025707,0.0698611,0.173279,0.147636,0.169162,0.0800076,0.00635105,0.0052015,0.0163888,0.0563627,0.0366611,-0.013105,0.0272626,0.04165,-0.0595758,-0.168692,-0.247866,-0.270566,-0.259481,-0.293085,-0.287162,-0.337264,-0.346887,-0.340533,-0.324562,-0.35632,-0.399475,-0.448182,-0.507496,-0.461658,-0.485215,-0.559975,-0.598495,-0.628805,-0.655849,-0.707161,-0.76062,-0.75471,-0.715987,-0.643115,-0.567518,-0.469456,-0.413389,-0.436855,-0.447986,-0.322938,-0.266666,-0.348525,-0.436613,-0.479189,-0.448597,-0.410702,-0.388508,-0.2576,-0.116763,0.000345436,0.0652471,0.102347,0.132625,0.187538,0.20558,0.17861,0.165003,0.2079,0.169154,0.155174,0.122541,0.0727011,0.192674,0.255222,0.348608,0.397697,0.454556,0.620395,0.829954,0.957613,1.03006,1.0655,1.09952,1.14822,1.22387,1.26208,1.21865,1.17062,1.19924,1.2536,1.39601,1.48425,1.50342,1.55483,1.59957,1.68985,1.85864,1.99098,2.08771,2.12534,2.16447,2.18535,2.23875,2.24755,2.17026,2.08607,2.05599,2.04816,2.09384,
0.128392,0.18649,0.146511,0.117587,0.119929,0.259162,0.325415,0.362617,0.396274,0.348095,0.393006,0.459374,0.376862,0.338905,0.320273,0.361113,0.402832,0.331505,0.229548,0.19326,0.17781,0.19328,0.226191,0.209685,0.213665,0.199212,0.23249,0.176955,0.144587,0.154852,0.147838,0.117896,0.1207,0.182301,0.20525,0.247374,0.303595,0.337123,0.3618,0.290182,0.254466,0.173046,0.209608,0.143673,0.0612164,-0.00730477,-0.0424355,-0.0784265,-0.186943,-0.203527,-0.139496,-0.0943077,-0.107454,-0.147347,-0.162278,-0.20782,-0.22953,-0.1754,-0.159293,-0.078413,0.00984425,0.0485853,0.134492,0.123345,0.120131,0.0967683,0.0289191,-0.00367602,0.00550197,-0.00289348,-0.00141948,-0.0297815,0.025008,0.0237098,-0.0418304,-0.201826,-0.270329,-0.320049,-0.333716,-0.349576,-0.398264,-0.478041,-0.50481,-0.542416,-0.503827,-0.480409,-0.500676,-0.532712,-0.540606,-0.575869,-0.551664,-0.586356,-0.609535,-0.657798,-0.690855,-0.710019,-0.74686,-0.706487,-0.69949,-0.628032,-0.553155,-0.491014,-0.471259,-0.465877,-0.41317,-0.320583,-0.308279,-0.334801,-0.339714,-0.406704,-0.414073,-0.329647,-0.30441,-0.248539,-0.159506,-0.060734,0.046653,0.0794467,0.113254,0.195274,0.149365,0.111326,0.109216,0.119358,0.171287,0.0968812,-0.00588864,0.0247491,0.133525,0.202293,0.296268,0.307441,0.371254,0.491664,0.684639,0.873071,0.993911,1.05665,1.08659,1.10274,1.19035,1.13348,1.11992,1.12249,1.13867,1.16644,1.29931,1.3561,1.37602,1.42075,1.42138,1.49104,1.65105,1.76608,1.89426,1.93709,2.04742,2.10408,2.15324,2.15441,2.079,1.97597,1.86843,1.88525,1.96134,
